# 2025-02-06 18:54:31.750665
# gamma = 5/3
# xi0 = 1.151666417967 (E_error=1.92e-12)
# Pc = 0.3061936398892737
# xi  a  v  p  u/u1  P/P1  T/T1
0.2336664 2.6176007e-04 8.0000721e-01 7.4382967e+00 1.6231681e-01 3.0620529e-01 1.1697937e+03
0.2326664 2.5675645e-04 8.0000701e-01 7.5023669e+00 1.6162212e-01 3.0620502e-01 1.1925894e+03
0.2316664 2.5182755e-04 8.0000682e-01 7.5672687e+00 1.6092743e-01 3.0620474e-01 1.2159303e+03
0.2306664 2.4697256e-04 8.0000663e-01 7.6330166e+00 1.6023274e-01 3.0620448e-01 1.2398320e+03
0.2296664 2.4219069e-04 8.0000644e-01 7.6996252e+00 1.5953805e-01 3.0620422e-01 1.2643105e+03
0.2286664 2.3748115e-04 8.0000626e-01 7.7671098e+00 1.5884336e-01 3.0620397e-01 1.2893822e+03
0.2276664 2.3284315e-04 8.0000609e-01 7.8354858e+00 1.5814868e-01 3.0620372e-01 1.3150643e+03
0.2266664 2.2827592e-04 8.0000591e-01 7.9047688e+00 1.5745399e-01 3.0620348e-01 1.3413745e+03
0.2256664 2.2377867e-04 8.0000575e-01 7.9749750e+00 1.5675931e-01 3.0620325e-01 1.3683308e+03
0.2246664 2.1935065e-04 8.0000558e-01 8.0461209e+00 1.5606463e-01 3.0620302e-01 1.3959522e+03
0.2236664 2.1499108e-04 8.0000542e-01 8.1182234e+00 1.5536994e-01 3.0620280e-01 1.4242582e+03
0.2226664 2.1069920e-04 8.0000527e-01 8.1912995e+00 1.5467526e-01 3.0620258e-01 1.4532688e+03
0.2216664 2.0647427e-04 8.0000512e-01 8.2653671e+00 1.5398058e-01 3.0620237e-01 1.4830050e+03
0.2206664 2.0231553e-04 8.0000497e-01 8.3404439e+00 1.5328591e-01 3.0620216e-01 1.5134882e+03
0.2196664 1.9822224e-04 8.0000482e-01 8.4165486e+00 1.5259123e-01 3.0620196e-01 1.5447407e+03
0.2186664 1.9419365e-04 8.0000468e-01 8.4936999e+00 1.5189655e-01 3.0620176e-01 1.5767857e+03
0.2176664 1.9022904e-04 8.0000454e-01 8.5719170e+00 1.5120188e-01 3.0620157e-01 1.6096468e+03
0.2166664 1.8632767e-04 8.0000441e-01 8.6512198e+00 1.5050720e-01 3.0620138e-01 1.6433489e+03
0.2156664 1.8248883e-04 8.0000428e-01 8.7316284e+00 1.4981253e-01 3.0620120e-01 1.6779175e+03
0.2146664 1.7871178e-04 8.0000415e-01 8.8131634e+00 1.4911785e-01 3.0620102e-01 1.7133791e+03
0.2136664 1.7499582e-04 8.0000403e-01 8.8958460e+00 1.4842318e-01 3.0620085e-01 1.7497609e+03
0.2126664 1.7134024e-04 8.0000391e-01 8.9796978e+00 1.4772851e-01 3.0620068e-01 1.7870914e+03
0.2116664 1.6774434e-04 8.0000379e-01 9.0647410e+00 1.4703384e-01 3.0620051e-01 1.8254000e+03
0.2106664 1.6420741e-04 8.0000367e-01 9.1509982e+00 1.4633917e-01 3.0620035e-01 1.8647170e+03
0.2096664 1.6072876e-04 8.0000356e-01 9.2384927e+00 1.4564450e-01 3.0620020e-01 1.9050741e+03
0.2086664 1.5730770e-04 8.0000345e-01 9.3272482e+00 1.4494983e-01 3.0620004e-01 1.9465038e+03
0.2076664 1.5394355e-04 8.0000335e-01 9.4172890e+00 1.4425517e-01 3.0619990e-01 1.9890401e+03
0.2066664 1.5063563e-04 8.0000324e-01 9.5086402e+00 1.4356050e-01 3.0619975e-01 2.0327180e+03
0.2056664 1.4738326e-04 8.0000314e-01 9.6013272e+00 1.4286583e-01 3.0619961e-01 2.0775739e+03
0.2046664 1.4418577e-04 8.0000305e-01 9.6953762e+00 1.4217117e-01 3.0619947e-01 2.1236456e+03
0.2036664 1.4104250e-04 8.0000295e-01 9.7908141e+00 1.4147650e-01 3.0619934e-01 2.1709722e+03
0.2026664 1.3795279e-04 8.0000286e-01 9.8876683e+00 1.4078184e-01 3.0619921e-01 2.2195942e+03
0.2016664 1.3491598e-04 8.0000277e-01 9.9859669e+00 1.4008717e-01 3.0619908e-01 2.2695539e+03
0.2006664 1.3193142e-04 8.0000268e-01 1.0085739e+01 1.3939251e-01 3.0619896e-01 2.3208949e+03
0.1996664 1.2899847e-04 8.0000259e-01 1.0187014e+01 1.3869785e-01 3.0619884e-01 2.3736625e+03
0.1986664 1.2611649e-04 8.0000251e-01 1.0289822e+01 1.3800318e-01 3.0619872e-01 2.4279039e+03
0.1976664 1.2328484e-04 8.0000243e-01 1.0394194e+01 1.3730852e-01 3.0619861e-01 2.4836680e+03
0.1966664 1.2050289e-04 8.0000235e-01 1.0500163e+01 1.3661386e-01 3.0619850e-01 2.5410055e+03
0.1956664 1.1777001e-04 8.0000227e-01 1.0607761e+01 1.3591920e-01 3.0619839e-01 2.5999691e+03
0.1946664 1.1508559e-04 8.0000220e-01 1.0717021e+01 1.3522454e-01 3.0619829e-01 2.6606137e+03
0.1936664 1.1244899e-04 8.0000213e-01 1.0827978e+01 1.3452988e-01 3.0619819e-01 2.7229962e+03
0.1926664 1.0985963e-04 8.0000206e-01 1.0940668e+01 1.3383522e-01 3.0619809e-01 2.7871758e+03
0.1916664 1.0731687e-04 8.0000199e-01 1.1055126e+01 1.3314056e-01 3.0619799e-01 2.8532139e+03
0.1906664 1.0482013e-04 8.0000192e-01 1.1171390e+01 1.3244590e-01 3.0619790e-01 2.9211745e+03
0.1896664 1.0236881e-04 8.0000186e-01 1.1289497e+01 1.3175125e-01 3.0619781e-01 2.9911241e+03
0.1886664 9.9962307e-05 8.0000179e-01 1.1409488e+01 1.3105659e-01 3.0619772e-01 3.0631318e+03
0.1876664 9.7600038e-05 8.0000173e-01 1.1531402e+01 1.3036193e-01 3.0619764e-01 3.1372697e+03
0.1866664 9.5281418e-05 8.0000167e-01 1.1655281e+01 1.2966728e-01 3.0619755e-01 3.2136125e+03
0.1856664 9.3005869e-05 8.0000162e-01 1.1781166e+01 1.2897262e-01 3.0619747e-01 3.2922382e+03
0.1846664 9.0772815e-05 8.0000156e-01 1.1909103e+01 1.2827796e-01 3.0619740e-01 3.3732279e+03
0.1836664 8.8581688e-05 8.0000151e-01 1.2039135e+01 1.2758331e-01 3.0619732e-01 3.4566661e+03
0.1826664 8.6431920e-05 8.0000145e-01 1.2171308e+01 1.2688865e-01 3.0619725e-01 3.5426408e+03
0.1816664 8.4322953e-05 8.0000140e-01 1.2305670e+01 1.2619400e-01 3.0619718e-01 3.6312435e+03
0.1806664 8.2254228e-05 8.0000135e-01 1.2442270e+01 1.2549934e-01 3.0619711e-01 3.7225698e+03
0.1796664 8.0225196e-05 8.0000131e-01 1.2581157e+01 1.2480469e-01 3.0619704e-01 3.8167191e+03
0.1786664 7.8235309e-05 8.0000126e-01 1.2722382e+01 1.2411003e-01 3.0619697e-01 3.9137952e+03
0.1776664 7.6284024e-05 8.0000121e-01 1.2865999e+01 1.2341538e-01 3.0619691e-01 4.0139061e+03
0.1766664 7.4370804e-05 8.0000117e-01 1.3012062e+01 1.2272073e-01 3.0619685e-01 4.1171647e+03
0.1756664 7.2495114e-05 8.0000113e-01 1.3160626e+01 1.2202607e-01 3.0619679e-01 4.2236886e+03
0.1746664 7.0656427e-05 8.0000109e-01 1.3311749e+01 1.2133142e-01 3.0619673e-01 4.3336006e+03
0.1736664 6.8854218e-05 8.0000105e-01 1.3465491e+01 1.2063677e-01 3.0619668e-01 4.4470286e+03
0.1726664 6.7087967e-05 8.0000101e-01 1.3621911e+01 1.1994212e-01 3.0619662e-01 4.5641065e+03
0.1716664 6.5357158e-05 8.0000097e-01 1.3781073e+01 1.1924747e-01 3.0619657e-01 4.6849737e+03
0.1706664 6.3661281e-05 8.0000094e-01 1.3943041e+01 1.1855281e-01 3.0619652e-01 4.8097763e+03
0.1696664 6.1999829e-05 8.0000090e-01 1.4107882e+01 1.1785816e-01 3.0619647e-01 4.9386664e+03
0.1686664 6.0372300e-05 8.0000087e-01 1.4275663e+01 1.1716351e-01 3.0619642e-01 5.0718032e+03
0.1676664 5.8778196e-05 8.0000083e-01 1.4446455e+01 1.1646886e-01 3.0619638e-01 5.2093531e+03
0.1666664 5.7217024e-05 8.0000080e-01 1.4620330e+01 1.1577421e-01 3.0619633e-01 5.3514900e+03
0.1656664 5.5688296e-05 8.0000077e-01 1.4797364e+01 1.1507956e-01 3.0619629e-01 5.4983958e+03
0.1646664 5.4191526e-05 8.0000074e-01 1.4977633e+01 1.1438491e-01 3.0619625e-01 5.6502607e+03
0.1636664 5.2726234e-05 8.0000071e-01 1.5161217e+01 1.1369026e-01 3.0619621e-01 5.8072839e+03
0.1626664 5.1291945e-05 8.0000068e-01 1.5348197e+01 1.1299561e-01 3.0619617e-01 5.9696736e+03
0.1616664 4.9888188e-05 8.0000066e-01 1.5538657e+01 1.1230096e-01 3.0619613e-01 6.1376479e+03
0.1606664 4.8514495e-05 8.0000063e-01 1.5732685e+01 1.1160631e-01 3.0619610e-01 6.3114353e+03
0.1596664 4.7170403e-05 8.0000061e-01 1.5930369e+01 1.1091166e-01 3.0619606e-01 6.4912750e+03
0.1586664 4.5855455e-05 8.0000058e-01 1.6131804e+01 1.1021701e-01 3.0619603e-01 6.6774178e+03
0.1576664 4.4569195e-05 8.0000056e-01 1.6337083e+01 1.0952236e-01 3.0619599e-01 6.8701262e+03
0.1566664 4.3311174e-05 8.0000054e-01 1.6546306e+01 1.0882771e-01 3.0619596e-01 7.0696759e+03
0.1556664 4.2080947e-05 8.0000051e-01 1.6759573e+01 1.0813306e-01 3.0619593e-01 7.2763556e+03
0.1546664 4.0878071e-05 8.0000049e-01 1.6976991e+01 1.0743841e-01 3.0619590e-01 7.4904685e+03
0.1536664 3.9702110e-05 8.0000047e-01 1.7198668e+01 1.0674376e-01 3.0619587e-01 7.7123325e+03
0.1526664 3.8552631e-05 8.0000045e-01 1.7424714e+01 1.0604911e-01 3.0619585e-01 7.9422815e+03
0.1516664 3.7429205e-05 8.0000043e-01 1.7655247e+01 1.0535447e-01 3.0619582e-01 8.1806659e+03
0.1506664 3.6331407e-05 8.0000042e-01 1.7890386e+01 1.0465982e-01 3.0619579e-01 8.4278540e+03
0.1496664 3.5258818e-05 8.0000040e-01 1.8130253e+01 1.0396517e-01 3.0619577e-01 8.6842325e+03
0.1486664 3.4211020e-05 8.0000038e-01 1.8374977e+01 1.0327052e-01 3.0619575e-01 8.9502081e+03
0.1476664 3.3187602e-05 8.0000036e-01 1.8624690e+01 1.0257587e-01 3.0619572e-01 9.2262081e+03
0.1466664 3.2188156e-05 8.0000035e-01 1.8879528e+01 1.0188123e-01 3.0619570e-01 9.5126822e+03
0.1456664 3.1212279e-05 8.0000033e-01 1.9139632e+01 1.0118658e-01 3.0619568e-01 9.8101034e+03
0.1446664 3.0259569e-05 8.0000032e-01 1.9405149e+01 1.0049193e-01 3.0619566e-01 1.0118970e+04
0.1436664 2.9329633e-05 8.0000031e-01 1.9676230e+01 9.9797282e-02 3.0619564e-01 1.0439805e+04
0.1426664 2.8422078e-05 8.0000029e-01 1.9953031e+01 9.9102634e-02 3.0619562e-01 1.0773161e+04
0.1416664 2.7536517e-05 8.0000028e-01 2.0235714e+01 9.8407987e-02 3.0619560e-01 1.1119620e+04
0.1406664 2.6672566e-05 8.0000027e-01 2.0524447e+01 9.7713340e-02 3.0619559e-01 1.1479795e+04
0.1396664 2.5829847e-05 8.0000025e-01 2.0819405e+01 9.7018692e-02 3.0619557e-01 1.1854332e+04
0.1386664 2.5007983e-05 8.0000024e-01 2.1120767e+01 9.6324045e-02 3.0619555e-01 1.2243912e+04
0.1376664 2.4206604e-05 8.0000023e-01 2.1428720e+01 9.5629398e-02 3.0619554e-01 1.2649256e+04
0.1366664 2.3425342e-05 8.0000022e-01 2.1743458e+01 9.4934751e-02 3.0619552e-01 1.3071123e+04
0.1356664 2.2663834e-05 8.0000021e-01 2.2065181e+01 9.4240104e-02 3.0619551e-01 1.3510314e+04
0.1346664 2.1921721e-05 8.0000020e-01 2.2394099e+01 9.3545457e-02 3.0619549e-01 1.3967676e+04
0.1336664 2.1198647e-05 8.0000019e-01 2.2730425e+01 9.2850810e-02 3.0619548e-01 1.4444105e+04
0.1326664 2.0494260e-05 8.0000018e-01 2.3074386e+01 9.2156163e-02 3.0619547e-01 1.4940548e+04
0.1316664 1.9808213e-05 8.0000017e-01 2.3426214e+01 9.1461517e-02 3.0619546e-01 1.5458005e+04
0.1306664 1.9140163e-05 8.0000016e-01 2.3786150e+01 9.0766870e-02 3.0619544e-01 1.5997536e+04
0.1296664 1.8489769e-05 8.0000016e-01 2.4154446e+01 9.0072223e-02 3.0619543e-01 1.6560262e+04
0.1286664 1.7856696e-05 8.0000015e-01 2.4531363e+01 8.9377577e-02 3.0619542e-01 1.7147372e+04
0.1276664 1.7240612e-05 8.0000014e-01 2.4917171e+01 8.8682930e-02 3.0619541e-01 1.7760124e+04
0.1266664 1.6641189e-05 8.0000013e-01 2.5312153e+01 8.7988284e-02 3.0619540e-01 1.8399852e+04
0.1256664 1.6058101e-05 8.0000013e-01 2.5716602e+01 8.7293637e-02 3.0619539e-01 1.9067970e+04
0.1246664 1.5491030e-05 8.0000012e-01 2.6130823e+01 8.6598991e-02 3.0619538e-01 1.9765980e+04
0.1236664 1.4939657e-05 8.0000012e-01 2.6555132e+01 8.5904344e-02 3.0619537e-01 2.0495476e+04
0.1226664 1.4403670e-05 8.0000011e-01 2.6989861e+01 8.5209698e-02 3.0619537e-01 2.1258149e+04
0.1216664 1.3882761e-05 8.0000010e-01 2.7435354e+01 8.4515052e-02 3.0619536e-01 2.2055798e+04
0.1206664 1.3376622e-05 8.0000010e-01 2.7891968e+01 8.3820406e-02 3.0619535e-01 2.2890334e+04
0.1196664 1.2884954e-05 8.0000009e-01 2.8360077e+01 8.3125759e-02 3.0619534e-01 2.3763790e+04
0.1186664 1.2407458e-05 8.0000009e-01 2.8840070e+01 8.2431113e-02 3.0619534e-01 2.4678330e+04
0.1176664 1.1943839e-05 8.0000008e-01 2.9332353e+01 8.1736467e-02 3.0619533e-01 2.5636257e+04
0.1166664 1.1493808e-05 8.0000008e-01 2.9837349e+01 8.1041821e-02 3.0619532e-01 2.6640025e+04
0.1156664 1.1057077e-05 8.0000007e-01 3.0355499e+01 8.0347175e-02 3.0619532e-01 2.7692249e+04
0.1146664 1.0633363e-05 8.0000007e-01 3.0887265e+01 7.9652529e-02 3.0619531e-01 2.8795717e+04
0.1136664 1.0222387e-05 8.0000007e-01 3.1433127e+01 7.8957883e-02 3.0619531e-01 2.9953407e+04
0.1126664 9.8238723e-06 8.0000006e-01 3.1993588e+01 7.8263237e-02 3.0619530e-01 3.1168494e+04
0.1116664 9.4375473e-06 8.0000006e-01 3.2569174e+01 7.7568591e-02 3.0619530e-01 3.2444372e+04
0.1106664 9.0631432e-06 8.0000006e-01 3.3160434e+01 7.6873945e-02 3.0619529e-01 3.3784669e+04
0.1096664 8.7003948e-06 8.0000005e-01 3.3767942e+01 7.6179299e-02 3.0619529e-01 3.5193264e+04
0.1086664 8.3490406e-06 8.0000005e-01 3.4392298e+01 7.5484653e-02 3.0619528e-01 3.6674307e+04
0.1076664 8.0088227e-06 8.0000005e-01 3.5034132e+01 7.4790007e-02 3.0619528e-01 3.8232246e+04
0.1066664 7.6794865e-06 8.0000004e-01 3.5694103e+01 7.4095361e-02 3.0619527e-01 3.9871842e+04
0.1056664 7.3607813e-06 8.0000004e-01 3.6372899e+01 7.3400715e-02 3.0619527e-01 4.1598203e+04
0.1046664 7.0524595e-06 8.0000004e-01 3.7071244e+01 7.2706069e-02 3.0619527e-01 4.3416806e+04
0.1036664 6.7542773e-06 8.0000004e-01 3.7789896e+01 7.2011424e-02 3.0619526e-01 4.5333535e+04
0.1026664 6.4659942e-06 8.0000003e-01 3.8529649e+01 7.1316778e-02 3.0619526e-01 4.7354707e+04
0.1016664 6.1873732e-06 8.0000003e-01 3.9291338e+01 7.0622132e-02 3.0619526e-01 4.9487117e+04
0.1006664 5.9181808e-06 8.0000003e-01 4.0075840e+01 6.9927486e-02 3.0619526e-01 5.1738071e+04
0.0996664 5.6581868e-06 8.0000003e-01 4.0884073e+01 6.9232840e-02 3.0619525e-01 5.4115437e+04
0.0986664 5.4071645e-06 8.0000003e-01 4.1717006e+01 6.8538195e-02 3.0619525e-01 5.6627693e+04
0.0976664 5.1648905e-06 8.0000002e-01 4.2575655e+01 6.7843549e-02 3.0619525e-01 5.9283977e+04
0.0966664 4.9311449e-06 8.0000002e-01 4.3461088e+01 6.7148903e-02 3.0619525e-01 6.2094149e+04
0.0956664 4.7057110e-06 8.0000002e-01 4.4374433e+01 6.6454257e-02 3.0619524e-01 6.5068859e+04
0.0946664 4.4883756e-06 8.0000002e-01 4.5316875e+01 6.5759612e-02 3.0619524e-01 6.8219612e+04
0.0936664 4.2789286e-06 8.0000002e-01 4.6289663e+01 6.5064966e-02 3.0619524e-01 7.1558856e+04
0.0926664 4.0771635e-06 8.0000002e-01 4.7294113e+01 6.4370320e-02 3.0619524e-01 7.5100064e+04
0.0916664 3.8828768e-06 8.0000002e-01 4.8331616e+01 6.3675674e-02 3.0619524e-01 7.8857830e+04
0.0906664 3.6958684e-06 8.0000002e-01 4.9403637e+01 6.2981029e-02 3.0619523e-01 8.2847982e+04
0.0896664 3.5159414e-06 8.0000001e-01 5.0511724e+01 6.2286383e-02 3.0619523e-01 8.7087696e+04
0.0886664 3.3429022e-06 8.0000001e-01 5.1657514e+01 6.1591737e-02 3.0619523e-01 9.1595631e+04
0.0876664 3.1765603e-06 8.0000001e-01 5.2842737e+01 6.0897092e-02 3.0619523e-01 9.6392072e+04
0.0866664 3.0167286e-06 8.0000001e-01 5.4069223e+01 6.0202446e-02 3.0619523e-01 1.0149910e+05
0.0856664 2.8632229e-06 8.0000001e-01 5.5338911e+01 5.9507800e-02 3.0619523e-01 1.0694076e+05
0.0846664 2.7158624e-06 8.0000001e-01 5.6653853e+01 5.8813155e-02 3.0619523e-01 1.1274328e+05
0.0836664 2.5744693e-06 8.0000001e-01 5.8016225e+01 5.8118509e-02 3.0619523e-01 1.1893528e+05
0.0826664 2.4388689e-06 8.0000001e-01 5.9428337e+01 5.7423863e-02 3.0619522e-01 1.2554805e+05
0.0816664 2.3088898e-06 8.0000001e-01 6.0892640e+01 5.6729218e-02 3.0619522e-01 1.3261578e+05
0.0806664 2.1843634e-06 8.0000001e-01 6.2411737e+01 5.6034572e-02 3.0619522e-01 1.4017595e+05
0.0796664 2.0651244e-06 8.0000001e-01 6.3988398e+01 5.5339926e-02 3.0619522e-01 1.4826962e+05
0.0786664 1.9510105e-06 8.0000001e-01 6.5625566e+01 5.4645281e-02 3.0619522e-01 1.5694186e+05
0.0776664 1.8418623e-06 8.0000001e-01 6.7326380e+01 5.3950635e-02 3.0619522e-01 1.6624219e+05
0.0766664 1.7375235e-06 8.0000001e-01 6.9094180e+01 5.3255990e-02 3.0619522e-01 1.7622508e+05
0.0756664 1.6378409e-06 8.0000000e-01 7.0932532e+01 5.2561344e-02 3.0619522e-01 1.8695053e+05
0.0746664 1.5426640e-06 8.0000000e-01 7.2845240e+01 5.1866698e-02 3.0619522e-01 1.9848471e+05
0.0736664 1.4518455e-06 8.0000000e-01 7.4836369e+01 5.1172053e-02 3.0619522e-01 2.1090069e+05
0.0726664 1.3652409e-06 8.0000000e-01 7.6910265e+01 5.0477407e-02 3.0619522e-01 2.2427926e+05
0.0716664 1.2827087e-06 8.0000000e-01 7.9071579e+01 4.9782761e-02 3.0619522e-01 2.3870986e+05
0.0706664 1.2041103e-06 8.0000000e-01 8.1325296e+01 4.9088116e-02 3.0619522e-01 2.5429168e+05
0.0696664 1.1293097e-06 8.0000000e-01 8.3676758e+01 4.8393470e-02 3.0619522e-01 2.7113484e+05
0.0686664 1.0581742e-06 8.0000000e-01 8.6131701e+01 4.7698825e-02 3.0619522e-01 2.8936182e+05
0.0676664 9.9057360e-07 8.0000000e-01 8.8696286e+01 4.7004179e-02 3.0619522e-01 3.0910900e+05
0.0666664 9.2638060e-07 8.0000000e-01 9.1377141e+01 4.6309533e-02 3.0619522e-01 3.3052853e+05
0.0656664 8.6547072e-07 8.0000000e-01 9.4181403e+01 4.5614888e-02 3.0619522e-01 3.5379038e+05
0.0646664 8.0772222e-07 8.0000000e-01 9.7116763e+01 4.4920242e-02 3.0619522e-01 3.7908480e+05
0.0636664 7.5301613e-07 8.0000000e-01 1.0019152e+02 4.4225597e-02 3.0619522e-01 4.0662504e+05
0.0626664 7.0123620e-07 8.0000000e-01 1.0341465e+02 4.3530951e-02 3.0619522e-01 4.3665061e+05
0.0616664 6.5226888e-07 8.0000000e-01 1.0679585e+02 4.2836305e-02 3.0619521e-01 4.6943097e+05
0.0606664 6.0600331e-07 8.0000000e-01 1.1034562e+02 4.2141660e-02 3.0619521e-01 5.0526987e+05
0.0596664 5.6233130e-07 8.0000000e-01 1.1407537e+02 4.1447014e-02 3.0619521e-01 5.4451036e+05
0.0586664 5.2114729e-07 8.0000000e-01 1.1799746e+02 4.0752369e-02 3.0619521e-01 5.8754065e+05
0.0576664 4.8234835e-07 8.0000000e-01 1.2212536e+02 4.0057723e-02 3.0619521e-01 6.3480100e+05
0.0566664 4.4583415e-07 8.0000000e-01 1.2647372e+02 3.9363077e-02 3.0619521e-01 6.8679175e+05
0.0556664 4.1150693e-07 8.0000000e-01 1.3105852e+02 3.8668432e-02 3.0619521e-01 7.4408277e+05
0.0546664 3.7927148e-07 8.0000000e-01 1.3589722e+02 3.7973786e-02 3.0619521e-01 8.0732465e+05
0.0536664 3.4903513e-07 8.0000000e-01 1.4100892e+02 3.7279141e-02 3.0619521e-01 8.7726187e+05
0.0526664 3.2070773e-07 8.0000000e-01 1.4641455e+02 3.6584495e-02 3.0619521e-01 9.5474848e+05
0.0516664 2.9420158e-07 8.0000000e-01 1.5213709e+02 3.5889849e-02 3.0619521e-01 1.0407667e+06
0.0506664 2.6943146e-07 8.0000000e-01 1.5820179e+02 3.5195204e-02 3.0619521e-01 1.1364494e+06
0.0496664 2.4631461e-07 8.0000000e-01 1.6463650e+02 3.4500558e-02 3.0619521e-01 1.2431062e+06
0.0486664 2.2477066e-07 8.0000000e-01 1.7147193e+02 3.3805913e-02 3.0619521e-01 1.3622561e+06
0.0476664 2.0472163e-07 8.0000000e-01 1.7874206e+02 3.3111267e-02 3.0619521e-01 1.4956662e+06
0.0466664 1.8609191e-07 8.0000000e-01 1.8648456e+02 3.2416622e-02 3.0619521e-01 1.6453977e+06
0.0456664 1.6880825e-07 8.0000000e-01 1.9474123e+02 3.1721976e-02 3.0619521e-01 1.8138640e+06
0.0446664 1.5279969e-07 8.0000000e-01 2.0355865e+02 3.1027330e-02 3.0619521e-01 2.0038995e+06
0.0436664 1.3799758e-07 8.0000000e-01 2.1298875e+02 3.0332685e-02 3.0619521e-01 2.2188449e+06
0.0426664 1.2433552e-07 8.0000000e-01 2.2308966e+02 2.9638039e-02 3.0619521e-01 2.4626527e+06
0.0416664 1.1174939e-07 8.0000000e-01 2.3392653e+02 2.8943394e-02 3.0619521e-01 2.7400169e+06
0.0406664 1.0017724e-07 8.0000000e-01 2.4557263e+02 2.8248748e-02 3.0619521e-01 3.0565349e+06
0.0396664 8.9559329e-08 8.0000000e-01 2.5811060e+02 2.7554102e-02 3.0619521e-01 3.4189092e+06
0.0386664 7.9838090e-08 8.0000000e-01 2.7163387e+02 2.6859457e-02 3.0619521e-01 3.8352021e+06
0.0376664 7.0958079e-08 8.0000000e-01 2.8624846e+02 2.6164811e-02 3.0619521e-01 4.3151565e+06
0.0366664 6.2865965e-08 8.0000000e-01 3.0207503e+02 2.5470166e-02 3.0619521e-01 4.8706039e+06
0.0356664 5.5510499e-08 8.0000000e-01 3.1925140e+02 2.4775520e-02 3.0619521e-01 5.5159874e+06
0.0346664 4.8842487e-08 8.0000000e-01 3.3793554e+02 2.4080874e-02 3.0619521e-01 6.2690341e+06
0.0336664 4.2814759e-08 8.0000000e-01 3.5830922e+02 2.3386229e-02 3.0619521e-01 7.1516276e+06
0.0326664 3.7382145e-08 8.0000000e-01 3.8058246e+02 2.2691583e-02 3.0619521e-01 8.1909481e+06
0.0316664 3.2501442e-08 8.0000000e-01 4.0499897e+02 2.1996938e-02 3.0619521e-01 9.4209731e+06
0.0306664 2.8131386e-08 8.0000000e-01 4.3184282e+02 2.1302292e-02 3.0619521e-01 1.0884469e+07
0.0296664 2.4232622e-08 8.0000000e-01 4.6144674e+02 2.0607646e-02 3.0619521e-01 1.2635662e+07
0.0286664 2.0767673e-08 8.0000000e-01 4.9420251e+02 1.9913001e-02 3.0619521e-01 1.4743838e+07
0.0276664 1.7700911e-08 8.0000000e-01 5.3057397e+02 1.9218355e-02 3.0619521e-01 1.7298275e+07
0.0266664 1.4998522e-08 8.0000000e-01 5.7111352e+02 1.8523710e-02 3.0619521e-01 2.0415025e+07
0.0256664 1.2628480e-08 8.0000000e-01 6.1648325e+02 1.7829064e-02 3.0619521e-01 2.4246403e+07
0.0246664 1.0560508e-08 8.0000000e-01 6.6748211e+02 1.7134418e-02 3.0619521e-01 2.8994365e+07
0.0236664 8.7660469e-09 8.0000000e-01 7.2508136e+02 1.6439773e-02 3.0619521e-01 3.4929680e+07
0.0226664 7.2182251e-09 8.0000000e-01 7.9047114e+02 1.5745127e-02 3.0619521e-01 4.2419737e+07
0.0216664 5.8918195e-09 8.0000000e-01 8.6512243e+02 1.5050482e-02 3.0619521e-01 5.1969551e+07
0.0206664 4.7632222e-09 8.0000000e-01 9.5087053e+02 1.4355836e-02 3.0619521e-01 6.4283210e+07
0.0196664 3.8104046e-09 8.0000000e-01 1.0500290e+03 1.3661191e-02 3.0619521e-01 8.0357663e+07
0.0186664 3.0128801e-09 8.0000000e-01 1.1655471e+03 1.2966545e-02 3.0619521e-01 1.0162874e+08
0.0176664 2.3516661e-09 8.0000000e-01 1.3012322e+03 1.2271899e-02 3.0619521e-01 1.3020352e+08
0.0166664 1.8092460e-09 8.0000000e-01 1.4620670e+03 1.1577254e-02 3.0619521e-01 1.6923913e+08
0.0156664 1.3695286e-09 8.0000000e-01 1.6546738e+03 1.0882608e-02 3.0619521e-01 2.2357709e+08
0.0146664 1.0178075e-09 8.0000000e-01 1.8880074e+03 1.0187963e-02 3.0619521e-01 3.0083803e+08
0.0136664 7.4071911e-10 8.0000000e-01 2.1744149e+03 9.4933170e-03 3.0619521e-01 4.1337561e+08
0.0126664 5.2619846e-10 8.0000000e-01 2.5313032e+03 8.7986714e-03 3.0619521e-01 5.8190063e+08
0.0116664 3.6343462e-10 8.0000000e-01 2.9838483e+03 8.1040258e-03 3.0619521e-01 8.4250425e+08
0.0106664 2.4282371e-10 8.0000000e-01 3.5695594e+03 7.4093802e-03 3.0619521e-01 1.2609774e+09
0.0096664 1.5592023e-10 8.0000000e-01 4.3463096e+03 6.7147346e-03 3.0619521e-01 1.9637940e+09
0.0086664 9.5386243e-11 8.0000000e-01 5.4072014e+03 6.0200890e-03 3.0619521e-01 3.2100563e+09
0.0076664 5.4938099e-11 8.0000000e-01 6.9098213e+03 5.3254434e-03 3.0619521e-01 5.5734585e+09
0.0066664 2.9290301e-11 8.0000000e-01 9.1383276e+03 4.6307978e-03 3.0619521e-01 1.0453809e+10
0.0056664 1.4096008e-11 8.0000000e-01 1.2648371e+04 3.9361523e-03 3.0619521e-01 2.1722123e+10
0.0046664 5.8834731e-12 8.0000000e-01 1.8650245e+04 3.2415067e-03 3.0619521e-01 5.2043276e+10
0.0036664 1.9874504e-12 7.9999999e-01 3.0211192e+04 2.5468611e-03 3.0619521e-01 1.5406433e+11
