# 2025-02-06 18:54:31.750665
# gamma = 5/3
# xi0 = 1.151666417967 (E_error=1.92e-12)
# Pc = 0.3061936398892737
# xi  a  v  p  u/u1  P/P1  T/T1
0.6956664 3.6756234e-02 8.0866420e-01 8.7332434e-01 4.8847524e-01 3.1865757e-01 8.6694834e+00
0.6946664 3.6506983e-02 8.0858355e-01 8.7551266e-01 4.8772442e-01 3.1853828e-01 8.7254070e+00
0.6936664 3.6259180e-02 8.0850353e-01 8.7771275e-01 4.8697413e-01 3.1842000e-01 8.7817762e+00
0.6926664 3.6012817e-02 8.0842414e-01 8.7992465e-01 4.8622435e-01 3.1830271e-01 8.8385953e+00
0.6916664 3.5767887e-02 8.0834538e-01 8.8214842e-01 4.8547509e-01 3.1818642e-01 8.8958685e+00
0.6906664 3.5524381e-02 8.0826724e-01 8.8438412e-01 4.8472634e-01 3.1807110e-01 8.9536001e+00
0.6896664 3.5282291e-02 8.0818973e-01 8.8663180e-01 4.8397809e-01 3.1795675e-01 9.0117944e+00
0.6886664 3.5041610e-02 8.0811283e-01 8.8889151e-01 4.8323035e-01 3.1784337e-01 9.0704559e+00
0.6876664 3.4802329e-02 8.0803654e-01 8.9116332e-01 4.8248311e-01 3.1773095e-01 9.1295888e+00
0.6866664 3.4564441e-02 8.0796086e-01 8.9344727e-01 4.8173636e-01 3.1761948e-01 9.1891978e+00
0.6856664 3.4327938e-02 8.0788578e-01 8.9574343e-01 4.8099010e-01 3.1750896e-01 9.2492873e+00
0.6846664 3.4092812e-02 8.0781130e-01 8.9805185e-01 4.8024433e-01 3.1739937e-01 9.3098619e+00
0.6836664 3.3859055e-02 8.0773742e-01 9.0037260e-01 4.7949905e-01 3.1729071e-01 9.3709263e+00
0.6826664 3.3626661e-02 8.0766413e-01 9.0270572e-01 4.7875424e-01 3.1718297e-01 9.4324850e+00
0.6816664 3.3395621e-02 8.0759143e-01 9.0505128e-01 4.7800991e-01 3.1707615e-01 9.4945428e+00
0.6806664 3.3165928e-02 8.0751931e-01 9.0740935e-01 4.7726605e-01 3.1697024e-01 9.5571045e+00
0.6796664 3.2937575e-02 8.0744778e-01 9.0977997e-01 4.7652265e-01 3.1686523e-01 9.6201749e+00
0.6786664 3.2710554e-02 8.0737682e-01 9.1216321e-01 4.7577973e-01 3.1676112e-01 9.6837589e+00
0.6776664 3.2484857e-02 8.0730643e-01 9.1455913e-01 4.7503726e-01 3.1665789e-01 9.7478615e+00
0.6766664 3.2260478e-02 8.0723661e-01 9.1696779e-01 4.7429525e-01 3.1655554e-01 9.8124876e+00
0.6756664 3.2037410e-02 8.0716736e-01 9.1938926e-01 4.7355369e-01 3.1645407e-01 9.8776423e+00
0.6746664 3.1815644e-02 8.0709867e-01 9.2182360e-01 4.7281258e-01 3.1635347e-01 9.9433306e+00
0.6736664 3.1595175e-02 8.0703053e-01 9.2427087e-01 4.7207191e-01 3.1625373e-01 1.0009558e+01
0.6726664 3.1375994e-02 8.0696296e-01 9.2673113e-01 4.7133169e-01 3.1615484e-01 1.0076329e+01
0.6716664 3.1158096e-02 8.0689593e-01 9.2920445e-01 4.7059191e-01 3.1605681e-01 1.0143650e+01
0.6706664 3.0941472e-02 8.0682945e-01 9.3169090e-01 4.6985256e-01 3.1595961e-01 1.0211525e+01
0.6696664 3.0726116e-02 8.0676351e-01 9.3419054e-01 4.6911364e-01 3.1586325e-01 1.0279960e+01
0.6686664 3.0512021e-02 8.0669811e-01 9.3670343e-01 4.6837515e-01 3.1576772e-01 1.0348961e+01
0.6676664 3.0299181e-02 8.0663324e-01 9.3922965e-01 4.6763709e-01 3.1567301e-01 1.0418533e+01
0.6666664 3.0087588e-02 8.0656891e-01 9.4176926e-01 4.6689944e-01 3.1557912e-01 1.0488681e+01
0.6656664 2.9877235e-02 8.0650511e-01 9.4432233e-01 4.6616221e-01 3.1548604e-01 1.0559412e+01
0.6646664 2.9668117e-02 8.0644183e-01 9.4688893e-01 4.6542540e-01 3.1539377e-01 1.0630731e+01
0.6636664 2.9460226e-02 8.0637908e-01 9.4946912e-01 4.6468900e-01 3.1530229e-01 1.0702643e+01
0.6626664 2.9253555e-02 8.0631684e-01 9.5206298e-01 4.6395300e-01 3.1521160e-01 1.0775155e+01
0.6616664 2.9048099e-02 8.0625512e-01 9.5467058e-01 4.6321741e-01 3.1512171e-01 1.0848273e+01
0.6606664 2.8843850e-02 8.0619391e-01 9.5729198e-01 4.6248222e-01 3.1503259e-01 1.0922002e+01
0.6596664 2.8640803e-02 8.0613320e-01 9.5992727e-01 4.6174742e-01 3.1494424e-01 1.0996348e+01
0.6586664 2.8438950e-02 8.0607300e-01 9.6257650e-01 4.6101302e-01 3.1485667e-01 1.1071318e+01
0.6576664 2.8238285e-02 8.0601330e-01 9.6523976e-01 4.6027901e-01 3.1476985e-01 1.1146918e+01
0.6566664 2.8038802e-02 8.0595410e-01 9.6791712e-01 4.5954539e-01 3.1468379e-01 1.1223154e+01
0.6556664 2.7840495e-02 8.0589539e-01 9.7060865e-01 4.5881215e-01 3.1459849e-01 1.1300032e+01
0.6546664 2.7643357e-02 8.0583718e-01 9.7331442e-01 4.5807929e-01 3.1451393e-01 1.1377559e+01
0.6536664 2.7447382e-02 8.0577945e-01 9.7603452e-01 4.5734681e-01 3.1443010e-01 1.1455741e+01
0.6526664 2.7252564e-02 8.0572220e-01 9.7876902e-01 4.5661471e-01 3.1434702e-01 1.1534585e+01
0.6516664 2.7058896e-02 8.0566543e-01 9.8151799e-01 4.5588297e-01 3.1426466e-01 1.1614097e+01
0.6506664 2.6866373e-02 8.0560915e-01 9.8428151e-01 4.5515160e-01 3.1418302e-01 1.1694285e+01
0.6496664 2.6674989e-02 8.0555333e-01 9.8705967e-01 4.5442060e-01 3.1410210e-01 1.1775154e+01
0.6486664 2.6484737e-02 8.0549799e-01 9.8985253e-01 4.5368996e-01 3.1402189e-01 1.1856712e+01
0.6476664 2.6295612e-02 8.0544311e-01 9.9266018e-01 4.5295968e-01 3.1394238e-01 1.1938965e+01
0.6466664 2.6107607e-02 8.0538870e-01 9.9548270e-01 4.5222976e-01 3.1386358e-01 1.2021921e+01
0.6456664 2.5920717e-02 8.0533475e-01 9.9832017e-01 4.5150019e-01 3.1378547e-01 1.2105586e+01
0.6446664 2.5734935e-02 8.0528126e-01 1.0011727e+00 4.5077097e-01 3.1370806e-01 1.2189969e+01
0.6436664 2.5550256e-02 8.0522822e-01 1.0040403e+00 4.5004209e-01 3.1363132e-01 1.2275076e+01
0.6426664 2.5366674e-02 8.0517563e-01 1.0069231e+00 4.4931356e-01 3.1355527e-01 1.2360914e+01
0.6416664 2.5184184e-02 8.0512349e-01 1.0098212e+00 4.4858537e-01 3.1347989e-01 1.2447491e+01
0.6406664 2.5002779e-02 8.0507180e-01 1.0127346e+00 4.4785752e-01 3.1340518e-01 1.2534814e+01
0.6396664 2.4822453e-02 8.0502055e-01 1.0156635e+00 4.4713000e-01 3.1333113e-01 1.2622891e+01
0.6386664 2.4643202e-02 8.0496974e-01 1.0186079e+00 4.4640282e-01 3.1325774e-01 1.2711731e+01
0.6376664 2.4465019e-02 8.0491936e-01 1.0215680e+00 4.4567597e-01 3.1318501e-01 1.2801339e+01
0.6366664 2.4287899e-02 8.0486942e-01 1.0245438e+00 4.4494944e-01 3.1311292e-01 1.2891725e+01
0.6356664 2.4111837e-02 8.0481990e-01 1.0275353e+00 4.4422324e-01 3.1304148e-01 1.2982896e+01
0.6346664 2.3936826e-02 8.0477082e-01 1.0305428e+00 4.4349736e-01 3.1297067e-01 1.3074861e+01
0.6336664 2.3762862e-02 8.0472215e-01 1.0335662e+00 4.4277179e-01 3.1290050e-01 1.3167627e+01
0.6326664 2.3589938e-02 8.0467391e-01 1.0366056e+00 4.4204654e-01 3.1283096e-01 1.3261203e+01
0.6316664 2.3418049e-02 8.0462608e-01 1.0396613e+00 4.4132161e-01 3.1276204e-01 1.3355597e+01
0.6306664 2.3247191e-02 8.0457867e-01 1.0427332e+00 4.4059698e-01 3.1269374e-01 1.3450818e+01
0.6296664 2.3077357e-02 8.0453168e-01 1.0458214e+00 4.3987267e-01 3.1262605e-01 1.3546874e+01
0.6286664 2.2908543e-02 8.0448509e-01 1.0489260e+00 4.3914865e-01 3.1255898e-01 1.3643774e+01
0.6276664 2.2740742e-02 8.0443890e-01 1.0520472e+00 4.3842494e-01 3.1249250e-01 1.3741526e+01
0.6266664 2.2573950e-02 8.0439312e-01 1.0551850e+00 4.3770153e-01 3.1242663e-01 1.3840140e+01
0.6256664 2.2408162e-02 8.0434774e-01 1.0583395e+00 4.3697842e-01 3.1236135e-01 1.3939624e+01
0.6246664 2.2243371e-02 8.0430276e-01 1.0615109e+00 4.3625560e-01 3.1229667e-01 1.4039988e+01
0.6236664 2.2079574e-02 8.0425817e-01 1.0646991e+00 4.3553307e-01 3.1223257e-01 1.4141240e+01
0.6226664 2.1916765e-02 8.0421398e-01 1.0679044e+00 4.3481083e-01 3.1216905e-01 1.4243391e+01
0.6216664 2.1754938e-02 8.0417017e-01 1.0711267e+00 4.3408888e-01 3.1210611e-01 1.4346449e+01
0.6206664 2.1594089e-02 8.0412675e-01 1.0743663e+00 4.3336722e-01 3.1204374e-01 1.4450423e+01
0.6196664 2.1434213e-02 8.0408371e-01 1.0776232e+00 4.3264583e-01 3.1198193e-01 1.4555325e+01
0.6186664 2.1275304e-02 8.0404105e-01 1.0808975e+00 4.3192472e-01 3.1192069e-01 1.4661162e+01
0.6176664 2.1117358e-02 8.0399877e-01 1.0841893e+00 4.3120389e-01 3.1186001e-01 1.4767946e+01
0.6166664 2.0960370e-02 8.0395687e-01 1.0874987e+00 4.3048334e-01 3.1179989e-01 1.4875686e+01
0.6156664 2.0804334e-02 8.0391534e-01 1.0908259e+00 4.2976305e-01 3.1174031e-01 1.4984393e+01
0.6146664 2.0649246e-02 8.0387417e-01 1.0941709e+00 4.2904304e-01 3.1168128e-01 1.5094076e+01
0.6136664 2.0495100e-02 8.0383338e-01 1.0975338e+00 4.2832329e-01 3.1162280e-01 1.5204746e+01
0.6126664 2.0341893e-02 8.0379294e-01 1.1009148e+00 4.2760381e-01 3.1156484e-01 1.5316413e+01
0.6116664 2.0189619e-02 8.0375287e-01 1.1043139e+00 4.2688458e-01 3.1150743e-01 1.5429089e+01
0.6106664 2.0038273e-02 8.0371316e-01 1.1077313e+00 4.2616562e-01 3.1145054e-01 1.5542783e+01
0.6096664 1.9887851e-02 8.0367381e-01 1.1111670e+00 4.2544692e-01 3.1139418e-01 1.5657507e+01
0.6086664 1.9738348e-02 8.0363480e-01 1.1146213e+00 4.2472847e-01 3.1133833e-01 1.5773272e+01
0.6076664 1.9589758e-02 8.0359615e-01 1.1180941e+00 4.2401028e-01 3.1128301e-01 1.5890089e+01
0.6066664 1.9442079e-02 8.0355785e-01 1.1215856e+00 4.2329233e-01 3.1122819e-01 1.6007969e+01
0.6056664 1.9295303e-02 8.0351989e-01 1.1250959e+00 4.2257463e-01 3.1117389e-01 1.6126924e+01
0.6046664 1.9149428e-02 8.0348228e-01 1.1286252e+00 4.2185718e-01 3.1112008e-01 1.6246965e+01
0.6036664 1.9004449e-02 8.0344501e-01 1.1321736e+00 4.2113998e-01 3.1106678e-01 1.6368103e+01
0.6026664 1.8860360e-02 8.0340807e-01 1.1357411e+00 4.2042301e-01 3.1101398e-01 1.6490352e+01
0.6016664 1.8717157e-02 8.0337147e-01 1.1393279e+00 4.1970629e-01 3.1096166e-01 1.6613723e+01
0.6006664 1.8574837e-02 8.0333521e-01 1.1429340e+00 4.1898980e-01 3.1090984e-01 1.6738227e+01
0.5996664 1.8433393e-02 8.0329927e-01 1.1465598e+00 4.1827355e-01 3.1085850e-01 1.6863878e+01
0.5986664 1.8292822e-02 8.0326367e-01 1.1502051e+00 4.1755753e-01 3.1080764e-01 1.6990688e+01
0.5976664 1.8153120e-02 8.0322839e-01 1.1538703e+00 4.1684174e-01 3.1075726e-01 1.7118670e+01
0.5966664 1.8014281e-02 8.0319343e-01 1.1575553e+00 4.1612618e-01 3.1070735e-01 1.7247835e+01
0.5956664 1.7876302e-02 8.0315879e-01 1.1612603e+00 4.1541085e-01 3.1065791e-01 1.7378198e+01
0.5946664 1.7739177e-02 8.0312447e-01 1.1649855e+00 4.1469574e-01 3.1060894e-01 1.7509771e+01
0.5936664 1.7602903e-02 8.0309047e-01 1.1687310e+00 4.1398085e-01 3.1056042e-01 1.7642568e+01
0.5926664 1.7467476e-02 8.0305678e-01 1.1724968e+00 4.1326619e-01 3.1051237e-01 1.7776602e+01
0.5916664 1.7332890e-02 8.0302341e-01 1.1762832e+00 4.1255174e-01 3.1046477e-01 1.7911887e+01
0.5906664 1.7199142e-02 8.0299034e-01 1.1800902e+00 4.1183751e-01 3.1041762e-01 1.8048436e+01
0.5896664 1.7066227e-02 8.0295758e-01 1.1839180e+00 4.1112349e-01 3.1037092e-01 1.8186264e+01
0.5886664 1.6934142e-02 8.0292512e-01 1.1877668e+00 4.1040969e-01 3.1032466e-01 1.8325385e+01
0.5876664 1.6802881e-02 8.0289296e-01 1.1916366e+00 4.0969609e-01 3.1027884e-01 1.8465812e+01
0.5866664 1.6672440e-02 8.0286111e-01 1.1955275e+00 4.0898271e-01 3.1023346e-01 1.8607561e+01
0.5856664 1.6542817e-02 8.0282955e-01 1.1994398e+00 4.0826953e-01 3.1018851e-01 1.8750647e+01
0.5846664 1.6414005e-02 8.0279829e-01 1.2033736e+00 4.0755656e-01 3.1014399e-01 1.8895083e+01
0.5836664 1.6286001e-02 8.0276732e-01 1.2073289e+00 4.0684378e-01 3.1009990e-01 1.9040886e+01
0.5826664 1.6158802e-02 8.0273664e-01 1.2113060e+00 4.0613121e-01 3.1005622e-01 1.9188070e+01
0.5816664 1.6032402e-02 8.0270625e-01 1.2153050e+00 4.0541884e-01 3.1001297e-01 1.9336651e+01
0.5806664 1.5906798e-02 8.0267614e-01 1.2193260e+00 4.0470667e-01 3.0997013e-01 1.9486645e+01
0.5796664 1.5781986e-02 8.0264632e-01 1.2233692e+00 4.0399469e-01 3.0992771e-01 1.9638068e+01
0.5786664 1.5657961e-02 8.0261678e-01 1.2274346e+00 4.0328290e-01 3.0988569e-01 1.9790935e+01
0.5776664 1.5534720e-02 8.0258752e-01 1.2315226e+00 4.0257131e-01 3.0984408e-01 1.9945263e+01
0.5766664 1.5412259e-02 8.0255854e-01 1.2356331e+00 4.0185990e-01 3.0980287e-01 2.0101069e+01
0.5756664 1.5290573e-02 8.0252983e-01 1.2397664e+00 4.0114869e-01 3.0976206e-01 2.0258369e+01
0.5746664 1.5169659e-02 8.0250140e-01 1.2439225e+00 4.0043766e-01 3.0972165e-01 2.0417180e+01
0.5736664 1.5049513e-02 8.0247323e-01 1.2481018e+00 3.9972681e-01 3.0968163e-01 2.0577519e+01
0.5726664 1.4930130e-02 8.0244534e-01 1.2523042e+00 3.9901615e-01 3.0964200e-01 2.0739404e+01
0.5716664 1.4811507e-02 8.0241771e-01 1.2565300e+00 3.9830566e-01 3.0960275e-01 2.0902852e+01
0.5706664 1.4693641e-02 8.0239035e-01 1.2607793e+00 3.9759536e-01 3.0956389e-01 2.1067882e+01
0.5696664 1.4576526e-02 8.0236325e-01 1.2650523e+00 3.9688523e-01 3.0952540e-01 2.1234511e+01
0.5686664 1.4460160e-02 8.0233641e-01 1.2693491e+00 3.9617528e-01 3.0948730e-01 2.1402758e+01
0.5676664 1.4344538e-02 8.0230982e-01 1.2736699e+00 3.9546551e-01 3.0944956e-01 2.1572641e+01
0.5666664 1.4229657e-02 8.0228350e-01 1.2780148e+00 3.9475590e-01 3.0941220e-01 2.1744179e+01
0.5656664 1.4115513e-02 8.0225743e-01 1.2823841e+00 3.9404647e-01 3.0937520e-01 2.1917391e+01
0.5646664 1.4002101e-02 8.0223161e-01 1.2867778e+00 3.9333720e-01 3.0933857e-01 2.2092296e+01
0.5636664 1.3889420e-02 8.0220604e-01 1.2911962e+00 3.9262811e-01 3.0930230e-01 2.2268915e+01
0.5626664 1.3777463e-02 8.0218072e-01 1.2956394e+00 3.9191918e-01 3.0926639e-01 2.2447266e+01
0.5616664 1.3666229e-02 8.0215565e-01 1.3001075e+00 3.9121041e-01 3.0923083e-01 2.2627371e+01
0.5606664 1.3555713e-02 8.0213082e-01 1.3046009e+00 3.9050180e-01 3.0919563e-01 2.2809249e+01
0.5596664 1.3445911e-02 8.0210623e-01 1.3091195e+00 3.8979336e-01 3.0916077e-01 2.2992921e+01
0.5586664 1.3336820e-02 8.0208189e-01 1.3136636e+00 3.8908507e-01 3.0912626e-01 2.3178408e+01
0.5576664 1.3228437e-02 8.0205778e-01 1.3182334e+00 3.8837695e-01 3.0909209e-01 2.3365731e+01
0.5566664 1.3120757e-02 8.0203391e-01 1.3228291e+00 3.8766898e-01 3.0905827e-01 2.3554912e+01
0.5556664 1.3013777e-02 8.0201027e-01 1.3274507e+00 3.8696116e-01 3.0902478e-01 2.3745972e+01
0.5546664 1.2907493e-02 8.0198687e-01 1.3320986e+00 3.8625350e-01 3.0899163e-01 2.3938934e+01
0.5536664 1.2801903e-02 8.0196370e-01 1.3367729e+00 3.8554599e-01 3.0895881e-01 2.4133820e+01
0.5526664 1.2697001e-02 8.0194075e-01 1.3414737e+00 3.8483863e-01 3.0892632e-01 2.4330652e+01
0.5516664 1.2592785e-02 8.0191804e-01 1.3462013e+00 3.8413142e-01 3.0889415e-01 2.4529455e+01
0.5506664 1.2489251e-02 8.0189555e-01 1.3509558e+00 3.8342435e-01 3.0886231e-01 2.4730250e+01
0.5496664 1.2386396e-02 8.0187328e-01 1.3557375e+00 3.8271743e-01 3.0883080e-01 2.4933062e+01
0.5486664 1.2284217e-02 8.0185124e-01 1.3605464e+00 3.8201066e-01 3.0879959e-01 2.5137915e+01
0.5476664 1.2182709e-02 8.0182941e-01 1.3653829e+00 3.8130403e-01 3.0876871e-01 2.5344833e+01
0.5466664 1.2081869e-02 8.0180780e-01 1.3702471e+00 3.8059753e-01 3.0873814e-01 2.5553840e+01
0.5456664 1.1981694e-02 8.0178641e-01 1.3751392e+00 3.7989118e-01 3.0870787e-01 2.5764962e+01
0.5446664 1.1882180e-02 8.0176524e-01 1.3800594e+00 3.7918497e-01 3.0867792e-01 2.5978223e+01
0.5436664 1.1783324e-02 8.0174427e-01 1.3850079e+00 3.7847890e-01 3.0864827e-01 2.6193650e+01
0.5426664 1.1685123e-02 8.0172352e-01 1.3899848e+00 3.7777296e-01 3.0861892e-01 2.6411269e+01
0.5416664 1.1587573e-02 8.0170298e-01 1.3949905e+00 3.7706716e-01 3.0858988e-01 2.6631105e+01
0.5406664 1.1490671e-02 8.0168264e-01 1.4000251e+00 3.7636149e-01 3.0856113e-01 2.6853186e+01
0.5396664 1.1394413e-02 8.0166251e-01 1.4050888e+00 3.7565595e-01 3.0853267e-01 2.7077539e+01
0.5386664 1.1298797e-02 8.0164259e-01 1.4101819e+00 3.7495054e-01 3.0850451e-01 2.7304191e+01
0.5376664 1.1203818e-02 8.0162287e-01 1.4153044e+00 3.7424526e-01 3.0847664e-01 2.7533171e+01
0.5366664 1.1109474e-02 8.0160334e-01 1.4204567e+00 3.7354011e-01 3.0844905e-01 2.7764505e+01
0.5356664 1.1015761e-02 8.0158402e-01 1.4256390e+00 3.7283508e-01 3.0842175e-01 2.7998224e+01
0.5346664 1.0922676e-02 8.0156490e-01 1.4308514e+00 3.7213018e-01 3.0839473e-01 2.8234356e+01
0.5336664 1.0830216e-02 8.0154597e-01 1.4360943e+00 3.7142540e-01 3.0836800e-01 2.8472931e+01
0.5326664 1.0738377e-02 8.0152723e-01 1.4413677e+00 3.7072075e-01 3.0834153e-01 2.8713978e+01
0.5316664 1.0647157e-02 8.0150869e-01 1.4466721e+00 3.7001622e-01 3.0831535e-01 2.8957528e+01
0.5306664 1.0556551e-02 8.0149034e-01 1.4520074e+00 3.6931181e-01 3.0828943e-01 2.9203612e+01
0.5296664 1.0466558e-02 8.0147217e-01 1.4573741e+00 3.6860751e-01 3.0826379e-01 2.9452261e+01
0.5286664 1.0377173e-02 8.0145420e-01 1.4627723e+00 3.6790334e-01 3.0823842e-01 2.9703506e+01
0.5276664 1.0288393e-02 8.0143641e-01 1.4682022e+00 3.6719928e-01 3.0821331e-01 2.9957380e+01
0.5266664 1.0200216e-02 8.0141881e-01 1.4736642e+00 3.6649534e-01 3.0818846e-01 3.0213915e+01
0.5256664 1.0112638e-02 8.0140138e-01 1.4791583e+00 3.6579151e-01 3.0816387e-01 3.0473143e+01
0.5246664 1.0025656e-02 8.0138414e-01 1.4846850e+00 3.6508779e-01 3.0813955e-01 3.0735100e+01
0.5236664 9.9392672e-03 8.0136708e-01 1.4902443e+00 3.6438419e-01 3.0811548e-01 3.0999818e+01
0.5226664 9.8534680e-03 8.0135020e-01 1.4958366e+00 3.6368069e-01 3.0809166e-01 3.1267332e+01
0.5216664 9.7682556e-03 8.0133350e-01 1.5014621e+00 3.6297731e-01 3.0806810e-01 3.1537678e+01
0.5206664 9.6836268e-03 8.0131697e-01 1.5071210e+00 3.6227403e-01 3.0804478e-01 3.1810889e+01
0.5196664 9.5995787e-03 8.0130061e-01 1.5128137e+00 3.6157086e-01 3.0802172e-01 3.2087003e+01
0.5186664 9.5161081e-03 8.0128443e-01 1.5185402e+00 3.6086780e-01 3.0799889e-01 3.2366056e+01
0.5176664 9.4332121e-03 8.0126841e-01 1.5243010e+00 3.6016484e-01 3.0797631e-01 3.2648085e+01
0.5166664 9.3508876e-03 8.0125257e-01 1.5300963e+00 3.5946198e-01 3.0795398e-01 3.2933128e+01
0.5156664 9.2691316e-03 8.0123689e-01 1.5359262e+00 3.5875923e-01 3.0793188e-01 3.3221222e+01
0.5146664 9.1879411e-03 8.0122138e-01 1.5417912e+00 3.5805658e-01 3.0791002e-01 3.3512406e+01
0.5136664 9.1073131e-03 8.0120604e-01 1.5476914e+00 3.5735403e-01 3.0788839e-01 3.3806720e+01
0.5126664 9.0272448e-03 8.0119086e-01 1.5536271e+00 3.5665158e-01 3.0786699e-01 3.4104204e+01
0.5116664 8.9477330e-03 8.0117584e-01 1.5595987e+00 3.5594923e-01 3.0784583e-01 3.4404897e+01
0.5106664 8.8687749e-03 8.0116098e-01 1.5656062e+00 3.5524697e-01 3.0782489e-01 3.4708840e+01
0.5096664 8.7903676e-03 8.0114628e-01 1.5716502e+00 3.5454481e-01 3.0780418e-01 3.5016076e+01
0.5086664 8.7125080e-03 8.0113174e-01 1.5777307e+00 3.5384275e-01 3.0778370e-01 3.5326647e+01
0.5076664 8.6351935e-03 8.0111735e-01 1.5838482e+00 3.5314078e-01 3.0776343e-01 3.5640595e+01
0.5066664 8.5584209e-03 8.0110312e-01 1.5900028e+00 3.5243890e-01 3.0774339e-01 3.5957964e+01
0.5056664 8.4821875e-03 8.0108904e-01 1.5961950e+00 3.5173712e-01 3.0772356e-01 3.6278798e+01
0.5046664 8.4064904e-03 8.0107512e-01 1.6024249e+00 3.5103543e-01 3.0770396e-01 3.6603141e+01
0.5036664 8.3313267e-03 8.0106135e-01 1.6086928e+00 3.5033382e-01 3.0768456e-01 3.6931040e+01
0.5026664 8.2566937e-03 8.0104772e-01 1.6149991e+00 3.4963231e-01 3.0766538e-01 3.7262540e+01
0.5016664 8.1825884e-03 8.0103425e-01 1.6213441e+00 3.4893088e-01 3.0764641e-01 3.7597688e+01
0.5006664 8.1090080e-03 8.0102092e-01 1.6277280e+00 3.4822955e-01 3.0762764e-01 3.7936532e+01
0.4996664 8.0359498e-03 8.0100774e-01 1.6341512e+00 3.4752829e-01 3.0760909e-01 3.8279120e+01
0.4986664 7.9634109e-03 8.0099470e-01 1.6406140e+00 3.4682713e-01 3.0759074e-01 3.8625501e+01
0.4976664 7.8913886e-03 8.0098180e-01 1.6471167e+00 3.4612605e-01 3.0757259e-01 3.8975725e+01
0.4966664 7.8198800e-03 8.0096905e-01 1.6536595e+00 3.4542505e-01 3.0755464e-01 3.9329841e+01
0.4956664 7.7488825e-03 8.0095644e-01 1.6602429e+00 3.4472413e-01 3.0753689e-01 3.9687902e+01
0.4946664 7.6783933e-03 8.0094396e-01 1.6668671e+00 3.4402330e-01 3.0751934e-01 4.0049959e+01
0.4936664 7.6084097e-03 8.0093163e-01 1.6735325e+00 3.4332255e-01 3.0750198e-01 4.0416065e+01
0.4926664 7.5389289e-03 8.0091943e-01 1.6802394e+00 3.4262187e-01 3.0748482e-01 4.0786274e+01
0.4916664 7.4699481e-03 8.0090736e-01 1.6869881e+00 3.4192128e-01 3.0746785e-01 4.1160640e+01
0.4906664 7.4014648e-03 8.0089543e-01 1.6937790e+00 3.4122076e-01 3.0745107e-01 4.1539219e+01
0.4896664 7.3334763e-03 8.0088364e-01 1.7006124e+00 3.4052032e-01 3.0743448e-01 4.1922066e+01
0.4886664 7.2659797e-03 8.0087197e-01 1.7074886e+00 3.3981996e-01 3.0741807e-01 4.2309239e+01
0.4876664 7.1989726e-03 8.0086044e-01 1.7144080e+00 3.3911967e-01 3.0740185e-01 4.2700795e+01
0.4866664 7.1324522e-03 8.0084903e-01 1.7213709e+00 3.3841946e-01 3.0738581e-01 4.3096793e+01
0.4856664 7.0664158e-03 8.0083775e-01 1.7283778e+00 3.3771932e-01 3.0736996e-01 4.3497293e+01
0.4846664 7.0008609e-03 8.0082660e-01 1.7354289e+00 3.3701926e-01 3.0735428e-01 4.3902355e+01
0.4836664 6.9357848e-03 8.0081558e-01 1.7425245e+00 3.3631927e-01 3.0733878e-01 4.4312041e+01
0.4826664 6.8711849e-03 8.0080468e-01 1.7496652e+00 3.3561934e-01 3.0732346e-01 4.4726414e+01
0.4816664 6.8070586e-03 8.0079391e-01 1.7568512e+00 3.3491949e-01 3.0730831e-01 4.5145537e+01
0.4806664 6.7434033e-03 8.0078325e-01 1.7640829e+00 3.3421971e-01 3.0729334e-01 4.5569474e+01
0.4796664 6.6802165e-03 8.0077272e-01 1.7713607e+00 3.3352000e-01 3.0727854e-01 4.5998290e+01
0.4786664 6.6174955e-03 8.0076231e-01 1.7786850e+00 3.3282035e-01 3.0726390e-01 4.6432053e+01
0.4776664 6.5552378e-03 8.0075202e-01 1.7860561e+00 3.3212078e-01 3.0724944e-01 4.6870830e+01
0.4766664 6.4934409e-03 8.0074184e-01 1.7934744e+00 3.3142127e-01 3.0723514e-01 4.7314690e+01
0.4756664 6.4321021e-03 8.0073178e-01 1.8009404e+00 3.3072182e-01 3.0722101e-01 4.7763702e+01
0.4746664 6.3712191e-03 8.0072184e-01 1.8084544e+00 3.3002244e-01 3.0720704e-01 4.8217936e+01
0.4736664 6.3107893e-03 8.0071201e-01 1.8160168e+00 3.2932313e-01 3.0719323e-01 4.8677466e+01
0.4726664 6.2508101e-03 8.0070230e-01 1.8236280e+00 3.2862388e-01 3.0717958e-01 4.9142364e+01
0.4716664 6.1912790e-03 8.0069269e-01 1.8312885e+00 3.2792469e-01 3.0716609e-01 4.9612704e+01
0.4706664 6.1321937e-03 8.0068320e-01 1.8389986e+00 3.2722557e-01 3.0715276e-01 5.0088561e+01
0.4696664 6.0735516e-03 8.0067382e-01 1.8467588e+00 3.2652650e-01 3.0713958e-01 5.0570013e+01
0.4686664 6.0153502e-03 8.0066455e-01 1.8545695e+00 3.2582750e-01 3.0712656e-01 5.1057138e+01
0.4676664 5.9575871e-03 8.0065539e-01 1.8624311e+00 3.2512855e-01 3.0711369e-01 5.1550013e+01
0.4666664 5.9002598e-03 8.0064633e-01 1.8703440e+00 3.2442967e-01 3.0710097e-01 5.2048721e+01
0.4656664 5.8433659e-03 8.0063738e-01 1.8783088e+00 3.2373084e-01 3.0708841e-01 5.2553342e+01
