 501
 0.524807E+07     0.221998E+02
 0.537032E+07     0.222040E+02
 0.549541E+07     0.222095E+02
 0.562341E+07     0.222163E+02
 0.575440E+07     0.222244E+02
 0.588844E+07     0.222338E+02
 0.602559E+07     0.222445E+02
 0.616595E+07     0.222565E+02
 0.630957E+07     0.222697E+02
 0.645654E+07     0.222840E+02
 0.660693E+07     0.222995E+02
 0.676083E+07     0.223159E+02
 0.691831E+07     0.223331E+02
 0.707946E+07     0.223511E+02
 0.724436E+07     0.223697E+02
 0.741310E+07     0.223885E+02
 0.758577E+07     0.224066E+02
 0.776247E+07     0.224256E+02
 0.794328E+07     0.224452E+02
 0.812830E+07     0.224644E+02
 0.831764E+07     0.224835E+02
 0.851138E+07     0.225024E+02
 0.870963E+07     0.225210E+02
 0.891251E+07     0.225390E+02
 0.912011E+07     0.225565E+02
 0.933254E+07     0.225733E+02
 0.954992E+07     0.225893E+02
 0.977237E+07     0.226045E+02
 0.100000E+08     0.226185E+02
 0.102329E+08     0.226314E+02
 0.104713E+08     0.226432E+02
 0.107152E+08     0.226539E+02
 0.109648E+08     0.226634E+02
 0.112202E+08     0.226717E+02
 0.114815E+08     0.226788E+02
 0.117490E+08     0.226848E+02
 0.120226E+08     0.226897E+02
 0.123027E+08     0.226936E+02
 0.125893E+08     0.226966E+02
 0.128825E+08     0.226986E+02
 0.131826E+08     0.227001E+02
 0.134896E+08     0.227011E+02
 0.138038E+08     0.227015E+02
 0.141254E+08     0.227015E+02
 0.144544E+08     0.227011E+02
 0.147911E+08     0.227005E+02
 0.151356E+08     0.226996E+02
 0.154882E+08     0.226987E+02
 0.158489E+08     0.226977E+02
 0.162181E+08     0.226969E+02
 0.165959E+08     0.226962E+02
 0.169824E+08     0.226959E+02
 0.173780E+08     0.226960E+02
 0.177828E+08     0.226965E+02
 0.181970E+08     0.226976E+02
 0.186209E+08     0.226994E+02
 0.190546E+08     0.227017E+02
 0.194984E+08     0.227046E+02
 0.199526E+08     0.227081E+02
 0.204174E+08     0.227120E+02
 0.208930E+08     0.227162E+02
 0.213796E+08     0.227206E+02
 0.218776E+08     0.227252E+02
 0.223872E+08     0.227299E+02
 0.229087E+08     0.227345E+02
 0.234423E+08     0.227390E+02
 0.239883E+08     0.227433E+02
 0.245471E+08     0.227474E+02
 0.251189E+08     0.227512E+02
 0.257040E+08     0.227547E+02
 0.263027E+08     0.227578E+02
 0.269153E+08     0.227606E+02
 0.275423E+08     0.227631E+02
 0.281838E+08     0.227651E+02
 0.288403E+08     0.227669E+02
 0.295121E+08     0.227683E+02
 0.301995E+08     0.227694E+02
 0.309029E+08     0.227702E+02
 0.316228E+08     0.227707E+02
 0.323594E+08     0.227709E+02
 0.331131E+08     0.227709E+02
 0.338844E+08     0.227705E+02
 0.346737E+08     0.227700E+02
 0.354813E+08     0.227691E+02
 0.363078E+08     0.227681E+02
 0.371535E+08     0.227668E+02
 0.380189E+08     0.227654E+02
 0.389045E+08     0.227637E+02
 0.398107E+08     0.227619E+02
 0.407380E+08     0.227599E+02
 0.416869E+08     0.227577E+02
 0.426579E+08     0.227554E+02
 0.436516E+08     0.227529E+02
 0.446684E+08     0.227502E+02
 0.457088E+08     0.227475E+02
 0.467735E+08     0.227446E+02
 0.478630E+08     0.227416E+02
 0.489779E+08     0.227385E+02
 0.501187E+08     0.227352E+02
 0.512861E+08     0.227319E+02
 0.524807E+08     0.227284E+02
 0.537032E+08     0.227249E+02
 0.549541E+08     0.227213E+02
 0.562341E+08     0.227176E+02
 0.575440E+08     0.227138E+02
 0.588844E+08     0.227100E+02
 0.602559E+08     0.227060E+02
 0.616595E+08     0.227021E+02
 0.630957E+08     0.226980E+02
 0.645654E+08     0.226939E+02
 0.660693E+08     0.226898E+02
 0.676083E+08     0.226856E+02
 0.691831E+08     0.226814E+02
 0.707946E+08     0.226771E+02
 0.724436E+08     0.226728E+02
 0.741310E+08     0.226684E+02
 0.758577E+08     0.226641E+02
 0.776247E+08     0.226597E+02
 0.794328E+08     0.226552E+02
